Job Number,City,Title,Company,Location,Skills,Posted,Link
53,new delhi,Engineering Manager,Adobe Systems Ltd,Noida/Greater Noida,"leadership skills
   				

   					software architecture
   				

   					cloud platforms
   				

   					full stack development
   				

   					problem solving
   				

   					java
   				

   					devops
   				

   					html
   				

   					mysql
   				

   					api
   				

   					c#
   				

   					python
   				

   					nosql
   				

   					docker
   				

   					database
   				

   					git
   				

   					postgresql
   				

   					mongodb
   				

   					software delivery
   				

   					extjs
   				

   					infrastructure
   				

   					php",Posted today,https://www.timesjobs.com/job-detail/engineering-manager-adobe-systems-ltd-noida-greater-noida-9-to-12-yrs-jobid-__SLASH__1e3T3a__SLASH__3lRzpSvf__PLUS__uAgZw==&source=srp
54,new delhi,Software Development Engineer II,Expedia Group,Gurgaon,"scalable system development
   				

   					cloud infrastructure integration
   				

   					java and react proficiency
   				

   					continuous integration methodologies
   				

   					systems design and documentation
   				

   					storage
   				

   					security
   				

   					problem solving
   				

   					messaging
   				

   					spring boot
   				

   					written communication",Posted today,https://www.timesjobs.com/job-detail/software-development-engineer-ii-expedia-group-gurgaon-3-to-5-yrs-jobid-p2m__SLASH__J5k06TRzpSvf__PLUS__uAgZw==&source=srp
55,new delhi,Senior Sales Support Specialist,Harvard Business Publishing,Gurgaon,"research analysis
   				

   					data visualization
   				

   					reporting skills
   				

   					communication skills
   				

   					team management
   				

   					sql
   				

   					press
   				

   					team player
   				

   					data reports",Posted today,https://www.timesjobs.com/job-detail/senior-sales-support-specialist-harvard-business-publishing-gurgaon-5-to-6-yrs-jobid-xKbz6e__PLUS____SLASH__KuVzpSvf__PLUS__uAgZw==&source=srp
56,new delhi,"Senior Storage Administrator, IT",BOSTON SCIENTIFIC,Gurgaon,"storage technologies
   				

   					backup solutions
   				

   					cloud transformation
   				

   					troubleshooting expertise
   				

   					scripting automation
   				

   					data domain
   				

   					information technology
   				

   					brocade
   				

   					veritas netbackup
   				

   					security
   				

   					zoning
   				

   					powershell
   				

   					data protection
   				

   					emc storage
   				

   					san
   				

   					infrastructure
   				

   					aws
   				

   					gateway",Posted today,https://www.timesjobs.com/job-detail/senior-storage-administrator-it-boston-scientific-gurgaon-8-to-11-yrs-jobid-PFBkgRhf1pZzpSvf__PLUS__uAgZw==&source=srp
57,new delhi,Identity and Access Engineer,Saxo Bank,Gurgaon,"identity management solutions
   				

   					sailpoint identitynow expertise
   				

   					powershell scripting proficiency
   				

   					api configuration skills
   				

   					automation experience
   				

   					information technology
   				

   					security",Posted today,https://www.timesjobs.com/job-detail/identity-and-access-engineer-saxo-bank-gurgaon-5-to-10-yrs-jobid-vVQ7fKNhhUhzpSvf__PLUS__uAgZw==&source=srp
58,new delhi,"Web Tech Platform Engineering, Vice President",BLACKROCK,"Atlanta,  Gurgaon","software development
   				

   					data management
   				

   					agile delivery
   				

   					team collaboration
   				

   					problem solving
   				

   					java
   				

   					devops
   				

   					big data
   				

   					python
   				

   					nosql
   				

   					cassandra
   				

   					docker
   				

   					hadoop
   				

   					mongodb
   				

   					microsoft azure",Posted today,https://www.timesjobs.com/job-detail/web-tech-platform-engineering-vice-president-blackrock-atlanta-gurgaon-8-to-10-yrs-jobid-Q8pZI24kdahzpSvf__PLUS__uAgZw==&source=srp
59,new delhi,"Associate, Data Engineering",BLACKROCK,Gurgaon,"data engineering expertise
   				

   					etl solution design
   				

   					sql performance tuning
   				

   					cloud data storage
   				

   					team leadership experience
   				

   					security
   				

   					big data
   				

   					python
   				

   					infrastructure",Posted today,https://www.timesjobs.com/job-detail/associate-data-engineering-blackrock-gurgaon-3-to-5-yrs-jobid-wAcR5XREsOpzpSvf__PLUS__uAgZw==&source=srp
60,new delhi,Director Product Management,Expedia Group,Gurgaon,"product management
   				

   					team leadership
   				

   					data analysis
   				

   					platform development
   				

   					stakeholder management
   				

   					program management
   				

   					director
   				

   					product delivery
   				

   					messaging",Posted today,https://www.timesjobs.com/job-detail/director-product-management-expedia-group-gurgaon-10-to-13-yrs-jobid-fDS4veKUxIdzpSvf__PLUS__uAgZw==&source=srp
61,new delhi,Product Analyst II,DP WORLD,Gurgaon,"business analytics expertise
   				

   					data science skills
   				

   					statistical modelling knowledge
   				

   					sql and python proficiency
   				

   					dashboard development experience
   				

   					data analytics
   				

   					bi
   				

   					dashboards
   				

   					tableau
   				

   					data visualization",Posted today,https://www.timesjobs.com/job-detail/product-analyst-ii-dp-world-gurgaon-6-to-10-yrs-jobid-BkBj072jhhlzpSvf__PLUS__uAgZw==&source=srp
62,new delhi,"Senior Manager, Software Development Engineering",Expedia Group,Gurgaon,"software development
   				

   					team leadership
   				

   					problem solving
   				

   					technical mentoring
   				

   					agile methodologies
   				

   					css
   				

   					program management
   				

   					artificial intelligence
   				

   					java
   				

   					software engineering
   				

   					html
   				

   					javascript
   				

   					messaging
   				

   					json
   				

   					machine learning
   				

   					written communication",Posted today,https://www.timesjobs.com/job-detail/senior-manager-software-development-engineering-expedia-group-gurgaon-8-to-10-yrs-jobid-lAE7sU1EW2pzpSvf__PLUS__uAgZw==&source=srp
63,new delhi,Azure Cloud Infra Technical Lead,Sopra Steria,Noida/Greater Noida,"linux expertise
   				

   					automation tools
   				

   					cloud knowledge
   				

   					ci / cd pipelines
   				

   					client engagement
   				

   					rest api
   				

   					git
   				

   					xml
   				

   					json
   				

   					debugging
   				

   					mysql
   				

   					python
   				

   					oracle
   				

   					windows
   				

   					soap
   				

   					forms",Posted today,https://www.timesjobs.com/job-detail/azure-cloud-infra-technical-lead-sopra-steria-noida-greater-noida-6-to-8-yrs-jobid-rDUp4wguwYNzpSvf__PLUS__uAgZw==&source=srp
64,new delhi,"Principal Industry Architect - Banking, Financial Services and Insurance (BFSI) - India",Palo Alto Networks,"Mumbai,  Delhi,  Bengaluru / Bangalore,  Gurgaon","enterprise architecture
   				

   					cybersecurity strategy
   				

   					risk management
   				

   					technology modernization
   				

   					relationship building
   				

   					technical leader
   				

   					cloud services
   				

   					infrastructure",Posted today,https://www.timesjobs.com/job-detail/principal-industry-architect-banking-financial-services-and-insurance-bfsi-india-palo-alto-networks-mumbai-delhi-bengaluru-bangalore-gurgaon-10-to-13-yrs-jobid-niMsWvQfg3BzpSvf__PLUS__uAgZw==&source=srp
65,new delhi,Data Engineer III,Expedia Group,Gurgaon,"data pipeline management
   				

   					programming languages  ( java
   				

   					scala
   				

   					python )
   				

   					spark tuning
   				

   					sql / mongo expertise
   				

   					cloud technology experience
   				

   					algorithms
   				

   					bug fixing
   				

   					storage
   				

   					data extraction
   				

   					data structures
   				

   					technical skills
   				

   					messaging
   				

   					forms",Posted today,https://www.timesjobs.com/job-detail/data-engineer-iii-expedia-group-gurgaon-4-to-7-yrs-jobid-CE9AxlmYSh1zpSvf__PLUS__uAgZw==&source=srp
66,new delhi,Software Development Engineer III - Test Automation,Expedia Group,Gurgaon,"automation framework development
   				

   					test case review
   				

   					strong coding skills
   				

   					agile testing practices
   				

   					continuous integration tools
   				

   					test automation
   				

   					test cases
   				

   					selenium
   				

   					data structures
   				

   					test scenarios
   				

   					appium
   				

   					individual contributor
   				

   					ui automation
   				

   					forms",Posted today,https://www.timesjobs.com/job-detail/software-development-engineer-iii-test-automation-expedia-group-gurgaon-7-to-10-yrs-jobid-qCsSwry4BflzpSvf__PLUS__uAgZw==&source=srp
67,new delhi,Head Data Analytics- Audit. Consulting & Advisory Manager,ALLIANZ,Noida/Greater Noida,"data analytics leadership
   				

   					internal audit expertise
   				

   					advanced analytics tools
   				

   					project management skills
   				

   					communication & collaboration
   				

   					bi
   				

   					sql
   				

   					data science
   				

   					tableau",Posted today,https://www.timesjobs.com/job-detail/head-data-analytics-audit-consulting-advisory-manager-allianz-noida-greater-noida-5-to-10-yrs-jobid-Z7AtYr46rB5zpSvf__PLUS__uAgZw==&source=srp
68,new delhi,Computer Scientist - I,Adobe Systems Ltd,Noida/Greater Noida,"java development
   				

   					spring boot
   				

   					api integration
   				

   					devops practices
   				

   					database management
   				

   					fundamentals
   				

   					algorithms
   				

   					elastic search
   				

   					html
   				

   					mysql
   				

   					mongodb
   				

   					rest
   				

   					cassandra",Posted today,https://www.timesjobs.com/job-detail/computer-scientist-i-adobe-systems-ltd-noida-greater-noida-4-to-7-yrs-jobid-onv5a3xKhwZzpSvf__PLUS__uAgZw==&source=srp
69,new delhi,Senior Engineering Manager - I,Adobe Systems Ltd,Noida/Greater Noida,"people management
   				

   					programming languages
   				

   					cloud applications
   				

   					database management
   				

   					system administration
   				

   					c
   				

   					storage
   				

   					security
   				

   					java
   				

   					linux
   				

   					mysql
   				

   					web api
   				

   					python
   				

   					information management
   				

   					problem solving",Posted today,https://www.timesjobs.com/job-detail/senior-engineering-manager-i-adobe-systems-ltd-noida-greater-noida-9-to-12-yrs-jobid-__PLUS__92j3CfqWZNzpSvf__PLUS__uAgZw==&source=srp
70,new delhi,Sr Computer Scientist- Frontend,Adobe Systems Ltd,Noida/Greater Noida,"frontend development
   				

   					ui framework design
   				

   					javascript expertise
   				

   					api design
   				

   					problem solving
   				

   					json
   				

   					html
   				

   					rest",Posted today,https://www.timesjobs.com/job-detail/sr-computer-scientist-frontend-adobe-systems-ltd-noida-greater-noida-5-to-8-yrs-jobid-sWw9SWXG3aFzpSvf__PLUS__uAgZw==&source=srp
